sheet,row,category,sub_category,unit_id,unit_title,section_id,section_title,lesson_id,lesson_title,tree_depth,maps_to_leaf,sub_unit_id,course_path,match_score,topical_unit_id,final_exam_only,final_exam_reason,classified_by,needs_review,review_reason,attention_reason,source_file,answer,question
test,231,Weather,"effects on performance, thunderstorms",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,66,Clouds and Thunderstorm Life Cycle,662,Thunderstorm Life Cycle,3,yes,662,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Clouds and Thunderstorm Life Cycle > Thunderstorm Life Cycle,3.00,,,,sub_category_exact,,,,more drone prep questions,B,What conditions are necessary for the formation of thunderstorms?
end-of-unit,92,Regulations,Slide 5 – Applicability,1,PART 107 REGULATIONS,,,11,Applicability of Part 107,2,yes,11,PART 107 REGULATIONS > Applicability of Part 107,48.00,,,,slide_sub_category,,,,,B,What credential is required to fly under Part 107 without special exemptions?
test,233,Airports & Airspace,"Airspace, Controlled vs Non controlled Airspace",3,Airspace Classifications,32,"Controlled Airspace Classes (A, B, C, D, E, G)",321,Class A Airspace,3,yes,321,"Airspace Classifications > Controlled Airspace Classes (A, B, C, D, E, G) > Class A Airspace",3.00,,,,sub_category_exact_to_leaf,,,,Section 4 airports & airspace ws key chat,C,What distinguishes a towered airport from a non-towered airport?
test,234,Airports & airspace,Aeronautical Charts,2,"Airports, Airspace, and Data Sources",24,Aeronautical Charts: Types and Interpretation,241,Sectional Charts vs. Terminal Area Charts (TACs),3,yes,241,"Airports, Airspace, and Data Sources > Aeronautical Charts: Types and Interpretation > Sectional Charts vs. Terminal Area Charts (TACs)",3.00,,,,sub_category_exact,,,,Airports and Airspace questions slides 32-62 -key,B,What does a communication box on a sectional chart provide?
test,235,Additional Topics,ADM,9,AERONAUTICAL DECISION MAKING,91,Aeronautical Decision Making (ADM),911,Steps to Good Decision Making (Part 1),3,yes,911,AERONAUTICAL DECISION MAKING > Aeronautical Decision Making (ADM) > Steps to Good Decision Making (Part 1),3.00,,,,sub_category_exact_to_leaf,,,,My new questions May9,B,What does ADM provide to pilots as they handle different situations?
test,236,Airports & airspace,Aeronautical Charts,2,"Airports, Airspace, and Data Sources",24,Aeronautical Charts: Types and Interpretation,241,Sectional Charts vs. Terminal Area Charts (TACs),3,yes,241,"Airports, Airspace, and Data Sources > Aeronautical Charts: Types and Interpretation > Sectional Charts vs. Terminal Area Charts (TACs)",3.00,,,,sub_category_exact,,,,Airports and Airspace questions slides 32-62 -key,A,What does an MEF value of 35 indicate?
test,237,Airports & airspace,Airport Operations,4,AIRPORT OPERATIONS,,,41,Airport Classification and Control,2,yes,41,AIRPORT OPERATIONS > Airport Classification and Control,3.00,,,,sub_category_exact,,,,Airports & airspace Slides 1-30 - key- chat,C,What does ATIS provide?
test,238,Airports & Airspace,"Airport Operations, Traffic Patterns",4,AIRPORT OPERATIONS,,,43,Traffic Patterns for Manned Aircraft,2,yes,43,AIRPORT OPERATIONS > Traffic Patterns for Manned Aircraft,3.00,,,,sub_category_exact,,,,Section 4 airports & airspace ws key chat,B,What does the “L” in Runway 04L indicate?
test,239,Additional Topics,ADM,9,AERONAUTICAL DECISION MAKING,91,Aeronautical Decision Making (ADM),911,Steps to Good Decision Making (Part 1),3,yes,911,AERONAUTICAL DECISION MAKING > Aeronautical Decision Making (ADM) > Steps to Good Decision Making (Part 1),3.00,,,,sub_category_exact_to_leaf,,,,My new questions May9,B,"What does the acronym 'PAVE' stand for, and how does it relate to risk management?"
test,240,Airports & airspace,Airspace Classification,3,Airspace Classifications,,,31,Introduction and Airspace Categories,2,yes,31,Airspace Classifications > Introduction and Airspace Categories,3.00,,,,sub_category_exact,,,,Airports and Airspace questions slides 32-62 -key,A,What does the blue color of an airport symbol indicate?
test,241,Additional Topics,ADM,9,AERONAUTICAL DECISION MAKING,91,Aeronautical Decision Making (ADM),911,Steps to Good Decision Making (Part 1),3,yes,911,AERONAUTICAL DECISION MAKING > Aeronautical Decision Making (ADM) > Steps to Good Decision Making (Part 1),3.00,,,,sub_category_exact_to_leaf,,,,My new questions May9,B,What does the IMSAFE checklist help an RPIC to assess before a flight?
test,242,Airports & airspace,Aeronautical Charts,2,"Airports, Airspace, and Data Sources",24,Aeronautical Charts: Types and Interpretation,241,Sectional Charts vs. Terminal Area Charts (TACs),3,yes,241,"Airports, Airspace, and Data Sources > Aeronautical Charts: Types and Interpretation > Sectional Charts vs. Terminal Area Charts (TACs)",3.00,,,,sub_category_exact,,,,Airports and Airspace questions slides 32-62 -key,B,What does the magenta color of an airport symbol indicate?
test,243,Airports & airspace,Aeronautical Charts,2,"Airports, Airspace, and Data Sources",24,Aeronautical Charts: Types and Interpretation,241,Sectional Charts vs. Terminal Area Charts (TACs),3,yes,241,"Airports, Airspace, and Data Sources > Aeronautical Charts: Types and Interpretation > Sectional Charts vs. Terminal Area Charts (TACs)",3.00,,,,sub_category_exact,,,,Airports and Airspace questions slides 32-62 -key,B,What does the number in parentheses below an obstacle height indicate?
test,244,weather,"effects on performance, atmosheric stability",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",612,Density Altitude and Performance,3,yes,612,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Density Altitude and Performance",1.60,,,,sub_category_alias_to_leaf,,,,Part 1 Test -Key DE,B,What effect does high density altitude have on the efficiency of a UA propeller?
test,245,Weather,"effects on performance, front",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",611,Air Pressure and Density Fundamentals,3,yes,611,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Air Pressure and Density Fundamentals",1.60,,,,sub_category_alias_to_leaf,,,,#REF!,B,What environment is most conductive to front formulation?
test,246,Weather,"effects on performance, density altitude",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",612,Density Altitude and Performance,3,yes,612,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Density Altitude and Performance",1.65,,,,sub_category_alias,,,,Weather MC Test - Key 2,B,What factor would tend to increase the density altitude?
test,247,Airports & Airspace,"Airport Operations, Non-towered Airports",4,AIRPORT OPERATIONS,42,Airport Runways and Orientation,421,Towered vs. Non-Towered Airport Procedures,3,yes,421,AIRPORT OPERATIONS > Airport Runways and Orientation > Towered vs. Non-Towered Airport Procedures,3.00,,,,sub_category_exact,,,,Section 4 airports & airspace ws key chat,B,What frequency is used at non-towered airports for pilots to announce their intentions?
test,248,weather,"effects on performance, density altitude",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",612,Density Altitude and Performance,3,yes,612,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Density Altitude and Performance",1.65,,,,sub_category_alias,,,,Weather density pressure - key,C,What happens to air pressure and air density as altitude increases?
test,249,Loading & Performance,loading and performance,7,LOADING AND PERFORMANCE,,,71,FORCES IN FLIGHT,2,yes,71,LOADING AND PERFORMANCE > FORCES IN FLIGHT,3.00,,,,sub_category_exact,,,,Additional topics mc1- key,C,What happens to the stalling speed of an aircraft as the load factor increases?
test,250,Additional topics,Physiological factors,9,AERONAUTICAL DECISION MAKING,94,Physiology and Vision,941,Vision and Scanning Techniques,3,yes,941,AERONAUTICAL DECISION MAKING > Physiology and Vision > Vision and Scanning Techniques,3.00,,,,sub_category_exact_to_leaf,,,,more drone prep questions,A,What happens when using off-center viewing at night?
test,251,Airports & Airspace,Airports data sources,2,"Airports, Airspace, and Data Sources",23,Four Essential Airport Data Sources,231,Chart Supplement U.S. (CSU),3,yes,231,"Airports, Airspace, and Data Sources > Four Essential Airport Data Sources > Chart Supplement U.S. (CSU)",3.00,,,,sub_category_exact_to_leaf,,,,Section 4 airports & airspace ws key chat,B,What is a requirement for an airport to be classified as a Commercial Service Airport?
test,252,Airports & Airspace,Airport Operations,4,AIRPORT OPERATIONS,,,41,Airport Classification and Control,2,yes,41,AIRPORT OPERATIONS > Airport Classification and Control,3.00,,,,sub_category_exact,,,,Section 4 airports & airspace ws key chat,B,What is a SIDA area at an airport?
test,253,Weather,"effects on performance, temp inversion",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",611,Air Pressure and Density Fundamentals,3,yes,611,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Air Pressure and Density Fundamentals",1.60,,,,sub_category_alias_to_leaf,,,,Weather Part 2 MC - Key,B,What is a temperature inversion and how does it affect weather and pollutants?
test,254,Additional Topics,ADM,9,AERONAUTICAL DECISION MAKING,91,Aeronautical Decision Making (ADM),911,Steps to Good Decision Making (Part 1),3,yes,911,AERONAUTICAL DECISION MAKING > Aeronautical Decision Making (ADM) > Steps to Good Decision Making (Part 1),3.00,,,,sub_category_exact_to_leaf,,,,My new questions May9,B,What is 'Situational Awareness' and why is it important for a pilot?
test,255,Airports & airspace,Aeronautical Charts,2,"Airports, Airspace, and Data Sources",24,Aeronautical Charts: Types and Interpretation,241,Sectional Charts vs. Terminal Area Charts (TACs),3,yes,241,"Airports, Airspace, and Data Sources > Aeronautical Charts: Types and Interpretation > Sectional Charts vs. Terminal Area Charts (TACs)",3.00,,,,sub_category_exact,,,,Airports and Airspace questions slides 32-62 -key,B,What is the benefit of being familiar with chart symbols before the Part 107 test?
test,256,Weather,"effects on performance, high density altititude",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",612,Density Altitude and Performance,3,yes,612,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Density Altitude and Performance",1.60,,,,sub_category_alias_to_leaf,,,,#REF!,C,What is the effect of a high-density altitude on aircraft performance?
test,257,Weather,"effects on performance, air density",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",612,Density Altitude and Performance,3,yes,612,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Density Altitude and Performance",3.00,,,,sub_category_exact,,,,2nd rnd practice test,B,What is the effect of humidity on air density?
test,258,Additional Topics,ADM,9,AERONAUTICAL DECISION MAKING,91,Aeronautical Decision Making (ADM),911,Steps to Good Decision Making (Part 1),3,yes,911,AERONAUTICAL DECISION MAKING > Aeronautical Decision Making (ADM) > Steps to Good Decision Making (Part 1),3.00,,,,sub_category_exact_to_leaf,,,,My new questions May9,B,What is the first step in dealing with hazardous attitudes?
test,259,Weather,"Effects on Performance, clouds",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,66,Clouds and Thunderstorm Life Cycle,661,Hazardous Cloud Types,3,yes,661,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Clouds and Thunderstorm Life Cycle > Hazardous Cloud Types,3.00,,,,sub_category_exact,,,,Weather Part 2 MC - Key,A,What is the main difference between a cumulonimbus cloud and a lenticular altocumulus cloud?
test,260,Weather,"Effects on Performance, clouds",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,66,Clouds and Thunderstorm Life Cycle,661,Hazardous Cloud Types,3,yes,661,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Clouds and Thunderstorm Life Cycle > Hazardous Cloud Types,3.00,,,,sub_category_exact,,,,Weather Part 2 MC - Key,A,What is the main difference between a cumulus cloud and a cumulonimbus cloud?
test,261,Weather,"Effects on Performance, clouds",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,66,Clouds and Thunderstorm Life Cycle,661,Hazardous Cloud Types,3,yes,661,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Clouds and Thunderstorm Life Cycle > Hazardous Cloud Types,3.00,,,,sub_category_exact,,,,Weather Part 2 MC - Key,B,What is the main difference between a cumulus stage and a mature stage of a thunderstorm?
test,262,Weather,"effects on performance, temp inversion",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",611,Air Pressure and Density Fundamentals,3,yes,611,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Air Pressure and Density Fundamentals",1.60,,,,sub_category_alias_to_leaf,,,,Weather Part 2 MC - Key,C,What is the main difference between a surface-based temperature inversion and a frontal inversion?
test,263,Additional topics,loading and performance,7,LOADING AND PERFORMANCE,,,71,FORCES IN FLIGHT,2,yes,71,LOADING AND PERFORMANCE > FORCES IN FLIGHT,3.00,,,,sub_category_exact,,,,Additional topics mc1- key,A,What is the main purpose of the aeronautical decision-making (ADM) process?
test,264,Additional topics,ADM,9,AERONAUTICAL DECISION MAKING,91,Aeronautical Decision Making (ADM),911,Steps to Good Decision Making (Part 1),3,yes,911,AERONAUTICAL DECISION MAKING > Aeronautical Decision Making (ADM) > Steps to Good Decision Making (Part 1),3.00,,,,sub_category_exact_to_leaf,,,,Additional topics mc1- key,A,What is the main purpose of the after action review (AAR) as described in the text?
test,265,Additional topics,ADM,9,AERONAUTICAL DECISION MAKING,91,Aeronautical Decision Making (ADM),911,Steps to Good Decision Making (Part 1),3,yes,911,AERONAUTICAL DECISION MAKING > Aeronautical Decision Making (ADM) > Steps to Good Decision Making (Part 1),3.00,,,,sub_category_exact_to_leaf,,,,Additional topics mc1- key,C,What is the main purpose of the PAVE checklist?
test,266,Weather,"Effects on Performance, clouds",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,66,Clouds and Thunderstorm Life Cycle,661,Hazardous Cloud Types,3,yes,661,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Clouds and Thunderstorm Life Cycle > Hazardous Cloud Types,3.00,,,,sub_category_exact,,,,Weather Part 2 MC - Key,B,What is the main reason why a drone operator should be aware of the ceiling before flying?
test,267,Weather,"Effects on Performance,",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",611,Air Pressure and Density Fundamentals,3,yes,611,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Air Pressure and Density Fundamentals",3.00,,,,sub_category_exact_to_leaf,,,,Weather Part 2 MC - Key,C,What is the main reason why a drone operator should be aware of the dew point before flying?
test,268,Weather,"Effects on Performance, Obstacles",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,63,"Wind, Turbulence, and Severe Wind Hazards",631,Obstacle and Terrain-Induced Turbulence,3,yes,631,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Wind, Turbulence, and Severe Wind Hazards > Obstacle and Terrain-Induced Turbulence",3.00,,,,sub_category_exact,,,,Weather Part 2 MC - Key,C,What is the main reason why a drone operator should be aware of the wind direction and speed before flying in a mountainous area?
test,270,Weather,"Effects on Performance, frost",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,65,Dew Point and Structural Icing Hazards,651,Dew Point and Condensation,3,yes,651,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Dew Point and Structural Icing Hazards > Dew Point and Condensation,3.00,,,,sub_category_exact,,,,Weather Part 2 MC - Key,A,What is the main reason why frost is a flight safety hazard for unmanned aircraft?
test,271,Regulations,Operational Rules,1,PART 107 REGULATIONS,13,Operational Rules and Limitations,131,"Registration, Inspection, and Falsification",3,yes,131,"PART 107 REGULATIONS > Operational Rules and Limitations > Registration, Inspection, and Falsification",0.97,,,,operational_rules_leaf,,,,Regulations test - key 27 questions,B,What is the maximum allowable altitude for sUAS flight under Part 107?
end-of-unit,115,Regulations,Slide 74 – Operating Limitations,1,PART 107 REGULATIONS,13,Operational Rules and Limitations,139,Operating Limitations,3,yes,139,PART 107 REGULATIONS > Operational Rules and Limitations > Operating Limitations,78.00,,,,slide_sub_category,,,,,B,What is the maximum allowable altitude under Part 107?
test,273,Regulations,Operational Rules,1,PART 107 REGULATIONS,13,Operational Rules and Limitations,131,"Registration, Inspection, and Falsification",3,yes,131,"PART 107 REGULATIONS > Operational Rules and Limitations > Registration, Inspection, and Falsification",0.97,,,,operational_rules_leaf,,,,Regulations test - key 27 questions,A,What is the maximum allowable groundspeed for sUAS?
test,274,Airports & Airspace,"Airport Operations, Traffic Patterns",4,AIRPORT OPERATIONS,,,43,Traffic Patterns for Manned Aircraft,2,yes,43,AIRPORT OPERATIONS > Traffic Patterns for Manned Aircraft,3.00,,,,sub_category_exact,,,,Section 4 airports & airspace ws key chat,B,What is the minimum altitude a pilot should reach before turning crosswind?
test,275,Regulations,Operational Rules,1,PART 107 REGULATIONS,13,Operational Rules and Limitations,131,"Registration, Inspection, and Falsification",3,yes,131,"PART 107 REGULATIONS > Operational Rules and Limitations > Registration, Inspection, and Falsification",0.97,,,,operational_rules_leaf,,,,Regulations test - key 27 questions,B,What is the minimum distance a drone must maintain from clouds?
test,276,Regulations,Regulations,1,PART 107 REGULATIONS,13,Operational Rules and Limitations,131,"Registration, Inspection, and Falsification",3,yes,131,"PART 107 REGULATIONS > Operational Rules and Limitations > Registration, Inspection, and Falsification",1.65,,,,sub_category_alias,,,,Regulations test - key 27 questions,B,What is the minimum visibility required from the control station?
test,277,Regulations,"Operational Rules, Weather",1,PART 107 REGULATIONS,13,Operational Rules and Limitations,139,Operating Limitations,3,yes,139,PART 107 REGULATIONS > Operational Rules and Limitations > Operating Limitations,3.00,,,,sub_category_exact,,,,Weather Part 2 MC - Key,C,What is the minimum visibility requirement for unmanned flight operations from the ground control station?
test,278,Additional topics,ADM,9,AERONAUTICAL DECISION MAKING,91,Aeronautical Decision Making (ADM),911,Steps to Good Decision Making (Part 1),3,yes,911,AERONAUTICAL DECISION MAKING > Aeronautical Decision Making (ADM) > Steps to Good Decision Making (Part 1),3.00,,,,sub_category_exact_to_leaf,,,,Additional topics mc1- key,B,What is the most significant risk associated with hazardous attitudes in unmanned aircraft operations?
test,279,Loading & Performance,loading and performance,7,LOADING AND PERFORMANCE,,,71,FORCES IN FLIGHT,2,yes,71,LOADING AND PERFORMANCE > FORCES IN FLIGHT,3.00,,,,sub_category_exact,,,,Additional topics mc1- key,B,What is the primary advantage that manned aircraft pilots have over unmanned pilots when it comes to handling load factors?
test,280,Weather,"effects on performance, wind shear",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,63,"Wind, Turbulence, and Severe Wind Hazards",632,Low-Level Wind Shear and Microbursts,3,yes,632,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Wind, Turbulence, and Severe Wind Hazards > Low-Level Wind Shear and Microbursts",1.65,,,,sub_category_alias,,,,new 60 questions test prep,C,What is the primary cause of low-level wind shear?
test,281,weather,effects on performance,6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",611,Air Pressure and Density Fundamentals,3,yes,611,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Air Pressure and Density Fundamentals",3.00,,,,sub_category_exact_to_leaf,,,,Weather density pressure - key,C,What is the primary cause of weather?
test,282,Weather,"effects on performance, atmosheric stability",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",611,Air Pressure and Density Fundamentals,3,yes,611,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Air Pressure and Density Fundamentals",1.60,,,,sub_category_alias_to_leaf,,,,Weather density pressure - key,A,What is the primary characteristic of unstable air?
test,283,Loading & Performance,loading and performance,7,LOADING AND PERFORMANCE,,,71,FORCES IN FLIGHT,2,yes,71,LOADING AND PERFORMANCE > FORCES IN FLIGHT,3.00,,,,sub_category_exact,,,,Additional topics mc1- key,B,What is the primary concern for an RPIC when loading a payload onto an aircraft?
test,284,Loading & Performance,loading and performance,7,LOADING AND PERFORMANCE,,,71,FORCES IN FLIGHT,2,yes,71,LOADING AND PERFORMANCE > FORCES IN FLIGHT,3.00,,,,sub_category_exact,,,,Additional topics mc1- key,B,What is the primary concern for an RPIC when operating an aircraft near its maximum takeoff weight?
test,285,Loading & Performance,loading and performance,7,LOADING AND PERFORMANCE,,,71,FORCES IN FLIGHT,2,yes,71,LOADING AND PERFORMANCE > FORCES IN FLIGHT,3.00,,,,sub_category_exact,,,,Additional topics mc1- key,A,What is the primary concern regarding operating an aircraft near its maximum takeoff weight?
test,286,Weather,"effects on performance, atmosheric stability",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",611,Air Pressure and Density Fundamentals,3,yes,611,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Air Pressure and Density Fundamentals",1.60,,,,sub_category_alias_to_leaf,,,,Additional topics mc1- key,C,What is the primary difference between stable and unstable air?
test,287,Loading & Performance,loading and performance,7,LOADING AND PERFORMANCE,,,71,FORCES IN FLIGHT,2,yes,71,LOADING AND PERFORMANCE > FORCES IN FLIGHT,3.00,,,,sub_category_exact,,,,Additional topics mc1- key,A,What is the primary factor that determines the load factor experienced by an aircraft during a turn?
test,288,Weather,"effects on performance, atmosheric stability",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",611,Air Pressure and Density Fundamentals,3,yes,611,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Air Pressure and Density Fundamentals",1.60,,,,sub_category_alias_to_leaf,,,,#REF!,C,What is the primary factor that determines the stability of an air mass?
test,289,Additional topics,communications,4,AIRPORT OPERATIONS,42,Airport Runways and Orientation,421,Towered vs. Non-Towered Airport Procedures,3,yes,421,AIRPORT OPERATIONS > Airport Runways and Orientation > Towered vs. Non-Towered Airport Procedures,3.00,,,,sub_category_exact,,,,Additional topics mc1- key,B,What is the primary function of a Flight Service Station (FSS) at an airport?
test,290,Additional topics,airport communications,4,AIRPORT OPERATIONS,42,Airport Runways and Orientation,421,Towered vs. Non-Towered Airport Procedures,3,yes,421,AIRPORT OPERATIONS > Airport Runways and Orientation > Towered vs. Non-Towered Airport Procedures,3.00,,,,sub_category_exact,,,,Additional topics mc1- key part 1 & 2 combined,C,What is the primary function of a MULTICOM frequency?
test,291,Additional topics,airport communications,4,AIRPORT OPERATIONS,42,Airport Runways and Orientation,421,Towered vs. Non-Towered Airport Procedures,3,yes,421,AIRPORT OPERATIONS > Airport Runways and Orientation > Towered vs. Non-Towered Airport Procedures,3.00,,,,sub_category_exact,,,,Additional topics mc1- key part 1 & 2 combined,B,What is the primary function of a UNICOM station at a non-towered airport?
test,292,Additional topics,ADM,9,AERONAUTICAL DECISION MAKING,91,Aeronautical Decision Making (ADM),911,Steps to Good Decision Making (Part 1),3,yes,911,AERONAUTICAL DECISION MAKING > Aeronautical Decision Making (ADM) > Steps to Good Decision Making (Part 1),3.00,,,,sub_category_exact_to_leaf,,,,Additional topics mc1- key,B,What is the primary goal of risk management in unmanned aircraft operations?
test,293,Airports & Airspace,Airport Operations,4,AIRPORT OPERATIONS,,,41,Airport Classification and Control,2,yes,41,AIRPORT OPERATIONS > Airport Classification and Control,3.00,,,,sub_category_exact,,,,Section 4 airports & airspace ws key chat,C,What is the primary purpose of a Reliever Airport?
test,294,Airports & airspace,Aeronautical Charts,2,"Airports, Airspace, and Data Sources",24,Aeronautical Charts: Types and Interpretation,241,Sectional Charts vs. Terminal Area Charts (TACs),3,yes,241,"Airports, Airspace, and Data Sources > Aeronautical Charts: Types and Interpretation > Sectional Charts vs. Terminal Area Charts (TACs)",3.00,,,,sub_category_exact,,,,Airports and Airspace questions slides 32-62 -key,B,What is the primary purpose of aeronautical charts?
test,295,Additional topics,airport communications,4,AIRPORT OPERATIONS,42,Airport Runways and Orientation,421,Towered vs. Non-Towered Airport Procedures,3,yes,421,AIRPORT OPERATIONS > Airport Runways and Orientation > Towered vs. Non-Towered Airport Procedures,3.00,,,,sub_category_exact,,,,Additional topics mc1- key part 1 & 2 combined,C,What is the primary purpose of the CTAF?
test,296,Airports & Airspace,Overview,5,WEATHER,,,51,Aviation Weather Sources Overview,2,yes,51,WEATHER > Aviation Weather Sources Overview,1.60,,,,sub_category_alias,,,,Airports & airspace Slides 1-30 - key- chat,B,What is the primary purpose of the National Airspace System (NAS)?
test,297,Additional topics,ADM,9,AERONAUTICAL DECISION MAKING,91,Aeronautical Decision Making (ADM),911,Steps to Good Decision Making (Part 1),3,yes,911,AERONAUTICAL DECISION MAKING > Aeronautical Decision Making (ADM) > Steps to Good Decision Making (Part 1),3.00,,,,sub_category_exact_to_leaf,,,,Additional topics mc1- key,C,What is the primary reason most aviation accidents occur?
end-of-unit,33,Weather,"Effects on Performance, air Density",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,61,"Air Pressure, Density, and Altitude Effects",612,Density Altitude and Performance,3,yes,612,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Air Pressure, Density, and Altitude Effects > Density Altitude and Performance",3.00,,,,sub_category_exact,,,,2nd rnd practice test,B,What is the primary reason why air density decreases as altitude increases?
test,299,Additional topics,emergency procedure,8,EMERGENCY PROCEDURES,,,81,Potential Hazards and Accident Causes,2,yes,81,EMERGENCY PROCEDURES > Potential Hazards and Accident Causes,3.00,,,,sub_category_exact,,,,Additional topics mc1- key,B,What is the primary reason why the RPIC should document any emergency deviation from Part 107 regulations?
test,300,Additional topics,"ADM, emeregency",9,AERONAUTICAL DECISION MAKING,91,Aeronautical Decision Making (ADM),911,Steps to Good Decision Making (Part 1),3,yes,911,AERONAUTICAL DECISION MAKING > Aeronautical Decision Making (ADM) > Steps to Good Decision Making (Part 1),1.60,,,,sub_category_alias_to_leaf,,,,Additional topics mc1- key,A,What is the primary reason why the text emphasizes the importance of remaining calm during an emergency?
test,301,Additional topics,"airport communications, traffic patterns",4,AIRPORT OPERATIONS,,,43,Traffic Patterns for Manned Aircraft,2,yes,43,AIRPORT OPERATIONS > Traffic Patterns for Manned Aircraft,3.00,,,,sub_category_exact,,,,Additional topics mc1- key,B,What is the primary reason why unmanned aircraft operators should be familiar with airport traffic patterns when monitoring radio traffic?
test,303,Weather,"Effects on Performance, Obstacles",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,63,"Wind, Turbulence, and Severe Wind Hazards",631,Obstacle and Terrain-Induced Turbulence,3,yes,631,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Wind, Turbulence, and Severe Wind Hazards > Obstacle and Terrain-Induced Turbulence",3.00,,,,sub_category_exact,,,,Weather MC Test - Key,A,What is the primary reason why wind can cause turbulence around obstacles?
test,304,Weather,"effects on performance, wind shear",6,WEATHER EFFECTS ON AIRCRAFT PERFORMANCE,63,"Wind, Turbulence, and Severe Wind Hazards",632,Low-Level Wind Shear and Microbursts,3,yes,632,"WEATHER EFFECTS ON AIRCRAFT PERFORMANCE > Wind, Turbulence, and Severe Wind Hazards > Low-Level Wind Shear and Microbursts",1.65,,,,sub_category_alias,,,,Weather MC Test - Key,C,What is the primary reason why wind shear is considered a dangerous hazard to aircraft?
test,305,Additional topics,operations,1,PART 107 REGULATIONS,13,Operational Rules and Limitations,132,Accident Reporting and Hazardous Operations,3,yes,132,PART 107 REGULATIONS > Operational Rules and Limitations > Accident Reporting and Hazardous Operations,1.30,,,,operational_rules_leaf,,,,Additional topics mc1- key,C,What is the primary responsibility of the Remote Pilot in Command (RPIC) during an in-flight emergency?
